Disease,"Disease.keyword",ExtractedDate,ExtractedDateTime,Incident,"Incident.keyword","Incident_Type","Incident_Type.keyword","Incident_type","Incident_type.keyword",Language,"Language.keyword",Location,"Location.keyword",MLPipelineVersion,"MLPipelineVersion.keyword",Number,OriginalArticle,"OriginalArticle.keyword",Score,Source,"Source.keyword",Start,TranslatedArticle,"TranslatedArticle.keyword",Url,"Url.keyword","_id","_index","_score","_type"
Filariasis,Filariasis,"Sep 19, 2022 @ 00:00:00.000","Sep 19, 2022 @ 15:35:21.000",case,case,"-","-",new,new,hi,hi,Nagpur,Nagpur,v1,v1,12,"Nagpur NMC's Door To Door Survey 12 New Patients Of Filariasis Detects | Nagpur Filaria Cases: नागपुर में  NMC के डोर टू डोर सर्वे में फाइलेरिया के मिले 12 नए मरीज, 2018 के बाद इस साल संख्या सबसे ज्यादा . नागपुर में इस साल फाइलेरिया के 12 नए मरीज मिले हैं. बता दें कि साल 2018 के बाद इस साल फाइलेरिया के सबसे ज्यादा मरीज पाए गए हैं. ","Nagpur NMC's Door To Door Survey 12 New Patients Of Filariasis Detects | Nagpur Filaria Cases: नागपुर में  NMC के डोर टू डोर सर्वे में फाइलेरिया के मिले 12 नए मरीज, 2018 के बाद इस साल संख्या सबसे ज्यादा . नागपुर में इस साल फाइलेरिया के 12 नए मरीज मिले हैं. बता दें कि साल 2018 के बाद इस साल फाइलेरिया के सबसे ज्यादा मरीज पाए गए हैं. ","0.502","galerts ","galerts ","-1","Nagpur NMC's Door to Door Survey of Filariasis Detects 12 New Patients Nagpur reported 12 new cases of filariasis this year. This year, the highest number of cases of filariasis have been reported since 2018.","Nagpur NMC's Door to Door Survey of Filariasis Detects 12 New Patients Nagpur reported 12 new cases of filariasis this year. This year, the highest number of cases of filariasis have been reported since 2018.","https://www.abplive.com/city/nagpur/nagpur-nmc-s-door-to-door-survey-12-new-patients-of-filariasis-detects-2219110","https://www.abplive.com/city/nagpur/nagpur-nmc-s-door-to-door-survey-12-new-patients-of-filariasis-detects-2219110",DcIVLoQBjuOAFaZ2aisP,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Sep 16, 2022 @ 00:00:00.000","Sep 16, 2022 @ 19:35:48.000",case,case,"-","-",total,total,hi,hi,Muzaffarpur,Muzaffarpur,v1,v1,"15,000","मुजफ्फरपुर में फाइलेरिया से निजात को अक्टूबर में होगा नाइट ब्लड सर्वे, समझिए मरीजों को क्या होगा फायदा - Night blood survey will be done in October to get rid of filariasis in Muzaffarpur, understand what will be the benefit to the patients . पहले सर्वे का काम किया जाएगा। स्पष्ट आंकड़े आ जाने के बाद सर्वजन दवा सेवन के तहत आइडीए अभियान चलेगा। नीति आयोग ने फाइलेरिया उन्मूलन के लिए चल रहे प्रयास के लिए जिले की सराहना की है। जिले में 15 हजार फाइलेरिया से पीड़ित लोगों की लिस्टिंग की गई है। ","मुजफ्फरपुर में फाइलेरिया से निजात को अक्टूबर में होगा नाइट ब्लड सर्वे, समझिए मरीजों को क्या होगा फायदा - Night blood survey will be done in October to get rid of filariasis in Muzaffarpur, understand what will be the benefit to the patients . पहले सर्वे का काम किया जाएगा। स्पष्ट आंकड़े आ जाने के बाद सर्वजन दवा सेवन के तहत आइडीए अभियान चलेगा। नीति आयोग ने फाइलेरिया उन्मूलन के लिए चल रहे प्रयास के लिए जिले की सराहना की है। जिले में 15 हजार फाइलेरिया से पीड़ित लोगों की लिस्टिंग की गई है। ","0.827","galerts ","galerts ","-1","Night blood survey will be done in October to get rid of filariasis in Muzaffarpur, under what will be the benefit to the patients. Once the data is clear, the IDA campaign will be launched under the Sarva Jan Aushadhi Pariyojana. NITI Aayog has lauded the district for its ongoing efforts to eliminate filariasis. A total of 15,000 filariasis affected people have been listed in the district.","Night blood survey will be done in October to get rid of filariasis in Muzaffarpur, under what will be the benefit to the patients. Once the data is clear, the IDA campaign will be launched under the Sarva Jan Aushadhi Pariyojana. NITI Aayog has lauded the district for its ongoing efforts to eliminate filariasis. A total of 15,000 filariasis affected people have been listed in the district.","https://www.jagran.com/bihar/muzaffarpur-night-blood-survey-will-be-done-in-october-to-get-rid-of-filariasis-in-muzaffarpur-understand-what-will-be-the-benefit-to-the-patients-23074012.html","https://www.jagran.com/bihar/muzaffarpur-night-blood-survey-will-be-done-in-october-to-get-rid-of-filariasis-in-muzaffarpur-understand-what-will-be-the-benefit-to-the-patients-23074012.html",msIVLoQBjuOAFaZ2WChZ,"raw_event_data_index","-","-"
filarial,filarial,"Sep 8, 2022 @ 00:00:00.000","Sep 8, 2022 @ 10:58:05.000",case,case,"-","-",total,total,hi,hi,Balod,Balod,v1,v1,115,"Filariasis increased the health department's concern | फाइलेरिया के मरीजों की संख्या ने स्वास्थ्य विभाग की बढ़ाई चिंता | Patrika News . बालोद जिले में फाइलेरिया के मरीज बढ़ रहे हैं। स्वास्थ्य विभाग को कुल 115 एक्टिव केस मिले हैं। जिले को फाइलेरिया मुक्त करने आगामी 9 से 12 सितंबर तक लगभग 7 लाख लोगों को दवा खिलाई जाएगी। विभाग की टीम लोगों को अपने सामने ही दवा खिलाएगी। पहले दवाई वितरण कर देने से कई लोग सेवन नहीं करते थे। | Balod News | undefined News | Patrika News ","Filariasis increased the health department's concern | फाइलेरिया के मरीजों की संख्या ने स्वास्थ्य विभाग की बढ़ाई चिंता | Patrika News . बालोद जिले में फाइलेरिया के मरीज बढ़ रहे हैं। स्वास्थ्य विभाग को कुल 115 एक्टिव केस मिले हैं। जिले को फाइलेरिया मुक्त करने आगामी 9 से 12 सितंबर तक लगभग 7 लाख लोगों को दवा खिलाई जाएगी। विभाग की टीम लोगों को अपने सामने ही दवा खिलाएगी। पहले दवाई वितरण कर देने से कई लोग सेवन नहीं करते थे। | Balod News | undefined News | Patrika News ","0.973","galerts ","galerts ","-1","Filariasis increased the health departments concern over the number of filarial patients The total number of active cases is now 115. Around 7 lakh people will be administered medicines from September 9-12 to make the district filaria-free. The team of the Department will provide the medicines to the people in front of them. Earlier, many people did not consume the medicine due to the distribution. | Balod News | Unconfirmed News | Patrick News","Filariasis increased the health departments concern over the number of filarial patients The total number of active cases is now 115. Around 7 lakh people will be administered medicines from September 9-12 to make the district filaria-free. The team of the Department will provide the medicines to the people in front of them. Earlier, many people did not consume the medicine due to the distribution. | Balod News | Unconfirmed News | Patrick News","https://www.patrika.com/balod-news/filariasis-increased-the-health-department-s-concern-7756433/","https://www.patrika.com/balod-news/filariasis-increased-the-health-department-s-concern-7756433/",osIVLoQBjuOAFaZ2JSGx,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Sep 7, 2022 @ 00:00:00.000","Sep 7, 2022 @ 20:35:04.000",case,case,"-","-",total,total,hi,hi,Balod,Balod,v1,v1,115,"Filariasis increased the health department's concern | फाइलेरिया के मरीजों की संख्या ने स्वास्थ्य विभाग की बढ़ाई चिंता | Patrika News | बालोद जिले में फाइलेरिया के मरीज बढ़ रहे हैं। स्वास्थ्य विभाग को कुल 115 एक्टिव केस मिले हैं। जिले को फाइलेरिया मुक्त करने आगामी 9 से 12 सितंबर तक लगभग 7 लाख लोगों को दवा खिलाई जाएगी। विभाग की टीम लोगों को अपने सामने ही दवा खिलाएगी। पहले दवाई वितरण कर देने से कई लोग सेवन नहीं करते थे। | Balod News | undefined News | Patrika News ","Filariasis increased the health department's concern | फाइलेरिया के मरीजों की संख्या ने स्वास्थ्य विभाग की बढ़ाई चिंता | Patrika News | बालोद जिले में फाइलेरिया के मरीज बढ़ रहे हैं। स्वास्थ्य विभाग को कुल 115 एक्टिव केस मिले हैं। जिले को फाइलेरिया मुक्त करने आगामी 9 से 12 सितंबर तक लगभग 7 लाख लोगों को दवा खिलाई जाएगी। विभाग की टीम लोगों को अपने सामने ही दवा खिलाएगी। पहले दवाई वितरण कर देने से कई लोग सेवन नहीं करते थे। | Balod News | undefined News | Patrika News ","0.955","cc_news ","cc_news ","-1","Filariasis increased in the health department's concern The total number of active cases is now 115. Around 7 lakh people will be administered medicines from September 9-12 to make the district filaria-free. The team of the Department will provide the medicines to the people in front of them. Earlier, many people did not consume the medicine due to the distribution. | Balod News | Unconfirmed News | Patrick News","Filariasis increased in the health department's concern The total number of active cases is now 115. Around 7 lakh people will be administered medicines from September 9-12 to make the district filaria-free. The team of the Department will provide the medicines to the people in front of them. Earlier, many people did not consume the medicine due to the distribution. | Balod News | Unconfirmed News | Patrick News","https://www.patrika.com/balod-news/filariasis-increased-the-health-department-s-concern-7756433/","https://www.patrika.com/balod-news/filariasis-increased-the-health-department-s-concern-7756433/",SsIVLoQBjuOAFaZ2IyEm,"raw_event_data_index","-","-"
lymphedema,lymphedema,"Sep 2, 2022 @ 00:00:00.000","Sep 2, 2022 @ 19:07:45.000",case,case,"-","-",new,new,en,en,Kalaburagi,Kalaburagi,v1,v1,"7,078","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","0.799","galerts ","galerts ","-1","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/",fMAMLoQBjuOAFaZ24PQR,"raw_event_data_index","-","-"
lymphedema,lymphedema,"Sep 2, 2022 @ 00:00:00.000","Sep 2, 2022 @ 19:07:45.000",case,case,"-","-",total,total,en,en,Bidar,Bidar,v1,v1,"3,424","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","0.448","galerts ","galerts ","-1","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/",fsAMLoQBjuOAFaZ24PQe,"raw_event_data_index","-","-"
hydrocele,hydrocele,"Sep 2, 2022 @ 00:00:00.000","Sep 2, 2022 @ 19:07:45.000",case,case,"-","-",total,total,en,en,Bidar,Bidar,v1,v1,346,"Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more ","0.984","galerts ","galerts ","-1","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","Here's How Karnataka Health Officials Are Ensuring Lymphatic Filariasis Doesn't Spread - Rvpg media .  Appealing to the people to consume drugs, Dr. Ramesh K Kaulgud, Joint Director, Directorate of National Vector Borne Disease Control Programme (NVBDCP), says that Kalaburgi and Bidar districts have recorded around 7,078 and 3,424 cases of lymphedema and 405 and 346 cases of hydrocele.  Transmitted by mosquitoes, Filariasis is a disabling disease It’s ... Read more","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/","https://rvpgmedia.com/heres-how-karnataka-health-officials-are-ensuring-lymphatic-filariasis-doesnt-spread/",fcAMLoQBjuOAFaZ24PQY,"raw_event_data_index","-","-"
filarial,filarial,"Aug 30, 2022 @ 00:00:00.000","Aug 30, 2022 @ 13:52:48.000",case,case,"-","-",total,total,hi,hi,Jhansi,Jhansi,v1,v1,94,"Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी . Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी . Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","0.866","galerts ","galerts ","-1","Filariasis cases increasing in Jhansi due to jaundice and Madhya Pradesh says doctors Filariasis in Jhansi: The number of filariasis cases in Jhansi is increasing continuously. At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","Filariasis cases increasing in Jhansi due to jaundice and Madhya Pradesh says doctors Filariasis in Jhansi: The number of filariasis cases in Jhansi is increasing continuously. At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","https://hindi.news18.com/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html","https://hindi.news18.com/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html",a8IULoQBjuOAFaZ28Ro6,"raw_event_data_index","-","-"
filarial,filarial,"Aug 29, 2022 @ 00:00:00.000","Aug 29, 2022 @ 15:35:04.000",case,case,"-","-",total,total,hi,hi,Jhansi,Jhansi,v1,v1,94,"Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी | Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी | Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","0.916","cc_news ","cc_news ","-1","Filariasis cases increasing in Jhansi due to Jalan and Madya Pradesh, say doctors nodark-News18 At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","Filariasis cases increasing in Jhansi due to Jalan and Madya Pradesh, say doctors nodark-News18 At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","https://hindi.news18.com/amp/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html","https://hindi.news18.com/amp/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html",WcIULoQBjuOAFaZ26RmG,"raw_event_data_index","-","-"
filarial,filarial,"Aug 29, 2022 @ 00:00:00.000","Aug 29, 2022 @ 15:35:04.000",case,case,"-","-",total,total,hi,hi,Jhansi,Jhansi,v1,v1,94,"Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी | Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","Jhansi: झांसी में फाइलेरिया की दहशत, 94 लोगों के पैर हो गए 'हाथी पांव' - filariasis cases increasing in jhansi due to jalon and madhya pradesh says doctors nodark – News18 हिंदी | Filariasis in Jhansi: झांसी में फाइलेरिया बीमारी का प्रकोप लगातार बढ़ता जा रहा है. झांसी में इस समय कुल 94 फाइलेरिया के मरीज हैं. डॉक्‍टरों के मुताबिक, यह बीमारी मध्‍य प्रदेश की वजह से बढ़ रही है.  ","0.916","cc_news ","cc_news ","-1","Filariasis cases increasing in Jhansi due to Jalan and Madya Pradesh, say doctors nodark-News18 At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","Filariasis cases increasing in Jhansi due to Jalan and Madya Pradesh, say doctors nodark-News18 At present, there are 94 filarial patients in Jhansi. According to doctors, the disease is increasing due to Madhya Pradesh.","https://hindi.news18.com/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html","https://hindi.news18.com/news/uttar-pradesh/jhansi-filariasis-cases-increasing-in-jhansi-due-to-jalon-and-madhya-pradesh-says-doctors-nodark-4504291.html",WsIULoQBjuOAFaZ26RmM,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Aug 25, 2022 @ 00:00:00.000","Aug 25, 2022 @ 10:46:39.000",death,death,"-","-",total,total,mr,mr,"Uran Islampur","Uran Islampur",v1,v1,24,"फाइलेरिया उन्मूलन: वाराणसी में 26 अगस्त से चलेगा नाइट ब्लड सर्वे अभियान  . ग्रामीण के आठ व शहर के 24 पीएचसी का चलेगा अभियान ","फाइलेरिया उन्मूलन: वाराणसी में 26 अगस्त से चलेगा नाइट ब्लड सर्वे अभियान  . ग्रामीण के आठ व शहर के 24 पीएचसी का चलेगा अभियान ","0.897","galerts ","galerts ","-1","Elimination of Filariasis: Night Blood Survey Campaign to be launched in Varanasi from 26th August. 8 in rural and 24 in urban areas.","Elimination of Filariasis: Night Blood Survey Campaign to be launched in Varanasi from 26th August. 8 in rural and 24 in urban areas.","https://livebharatnews.in/uttar-pradesh/varanasi/Filaria-eradication-Night-blood-survey-campaign-will-run-in/cid8340008.htm","https://livebharatnews.in/uttar-pradesh/varanasi/Filaria-eradication-Night-blood-survey-campaign-will-run-in/cid8340008.htm",asIZLoQBjuOAFaZ2cr3H,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Aug 25, 2022 @ 00:00:00.000","Aug 25, 2022 @ 06:42:43.000",death,death,"-","-",total,total,mr,mr,"Uran Islampur","Uran Islampur",v1,v1,24,"फाइलेरिया उन्मूलन: वाराणसी में 26 अगस्त से चलेगा नाइट ब्लड सर्वे अभियान  . ग्रामीण के आठ व शहर के 24 पीएचसी का चलेगा अभियान ","फाइलेरिया उन्मूलन: वाराणसी में 26 अगस्त से चलेगा नाइट ब्लड सर्वे अभियान  . ग्रामीण के आठ व शहर के 24 पीएचसी का चलेगा अभियान ","0.897","galerts ","galerts ","-1","Elimination of Filariasis: Night Blood Survey Campaign to be launched in Varanasi from 26th August. 8 in rural and 24 in urban areas.","Elimination of Filariasis: Night Blood Survey Campaign to be launched in Varanasi from 26th August. 8 in rural and 24 in urban areas.","https://livebharatnews.in/uttar-pradesh/varanasi/Filaria-eradication-Night-blood-survey-campaign-will-run-in/cid8340008.htm","https://livebharatnews.in/uttar-pradesh/varanasi/Filaria-eradication-Night-blood-survey-campaign-will-run-in/cid8340008.htm",ZsIZLoQBjuOAFaZ2cr2p,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Aug 23, 2022 @ 00:00:00.000","Aug 23, 2022 @ 05:34:03.000",case,case,"-","-",new,new,hi,hi,UNKNOWN,UNKNOWN,v1,v1,3,"जिले में फाइलेरिया के जनवरी से अब तक 3 नए मामले सामने आए, 203 मरीज चपेट में | Since January, 3 new cases of filariasis have been reported in the district, 203 patients are in the grip. - Dainik Bhaskar . पैर में आ रही सूजन को नजरअंदाज करना जिले के 203 लोगों को भारी पड़ गया। समय रहते मात्र तीन गोली नहीं खाने से उनके पैरों का वजन उनकी शरीर से तिगुना हो गया। सभी क्यूलेक्स प्रजाति के मादा मच्छर द्वारा बांटी जाने वाली फाइलेरिया बीमारी की चपेट में आ गए हैं। इस बीमारी की वजह स्किन काे बाहरी बीमारियों से बचाने वाला लिम्पैथिक सिस्टम को खराब हा़े गया। प्रभावित होने वाले अंगों में बैक्टीरिया अटैक हाेने से सूज... | dainikbhaskar ","जिले में फाइलेरिया के जनवरी से अब तक 3 नए मामले सामने आए, 203 मरीज चपेट में | Since January, 3 new cases of filariasis have been reported in the district, 203 patients are in the grip. - Dainik Bhaskar . पैर में आ रही सूजन को नजरअंदाज करना जिले के 203 लोगों को भारी पड़ गया। समय रहते मात्र तीन गोली नहीं खाने से उनके पैरों का वजन उनकी शरीर से तिगुना हो गया। सभी क्यूलेक्स प्रजाति के मादा मच्छर द्वारा बांटी जाने वाली फाइलेरिया बीमारी की चपेट में आ गए हैं। इस बीमारी की वजह स्किन काे बाहरी बीमारियों से बचाने वाला लिम्पैथिक सिस्टम को खराब हा़े गया। प्रभावित होने वाले अंगों में बैक्टीरिया अटैक हाेने से सूज... | dainikbhaskar ","0.553","galerts ","galerts ","-1","Since January, 3 new cases of filariasis have been reported in the district, 203 patients are in the grip of the disease. Not eating three pills in time tripled the weight of his legs. All of them are infected by filariasis transmitted by female mosquitoes of the Culex species. The disease causes damage to the lymphatic system, which protects the skin from external diseases. Swelling of affected organs due to bacterial attack","Since January, 3 new cases of filariasis have been reported in the district, 203 patients are in the grip of the disease. Not eating three pills in time tripled the weight of his legs. All of them are infected by filariasis transmitted by female mosquitoes of the Culex species. The disease causes damage to the lymphatic system, which protects the skin from external diseases. Swelling of affected organs due to bacterial attack","https://www.bhaskar.com/local/chhattisgarh/durg-bhilai/news/since-january-3-new-cases-of-filariasis-have-been-reported-in-the-district-203-patients-are-in-the-grip-130216087.html","https://www.bhaskar.com/local/chhattisgarh/durg-bhilai/news/since-january-3-new-cases-of-filariasis-have-been-reported-in-the-district-203-patients-are-in-the-grip-130216087.html",ksIULoQBjuOAFaZ2uRIO,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Aug 19, 2022 @ 00:00:00.000","Aug 19, 2022 @ 12:50:03.000",case,case,"-","-",total,total,hi,hi,UNKNOWN,UNKNOWN,v1,v1,300,"Night blood sample survey of Durg filariasis started | Durg फाइलेरिया का नाइट ब्लड सैंपल सर्वे शुरू | Patrika News . पहले लेते थे 500 नमूना अब सिर्फ 300, | Bhilai News | undefined News | Patrika News ","Night blood sample survey of Durg filariasis started | Durg फाइलेरिया का नाइट ब्लड सैंपल सर्वे शुरू | Patrika News . पहले लेते थे 500 नमूना अब सिर्फ 300, | Bhilai News | undefined News | Patrika News ","0.409","galerts ","galerts ","-1","Night blood sample survey of Drug Filariasis launched Earlier 500 samples were taken, now only 300","Night blood sample survey of Drug Filariasis launched Earlier 500 samples were taken, now only 300","https://www.patrika.com/bhilai-news/night-blood-sample-survey-of-durg-filariasis-started-7718730/","https://www.patrika.com/bhilai-news/night-blood-sample-survey-of-durg-filariasis-started-7718730/",gsIULoQBjuOAFaZ2lg0B,"raw_event_data_index","-","-"
