Disease,"Disease.keyword",ExtractedDate,ExtractedDateTime,Incident,"Incident.keyword","Incident_Type","Incident_Type.keyword","Incident_type","Incident_type.keyword",Language,"Language.keyword",Location,"Location.keyword",MLPipelineVersion,"MLPipelineVersion.keyword",Number,OriginalArticle,"OriginalArticle.keyword",Score,Source,"Source.keyword",Start,TranslatedArticle,"TranslatedArticle.keyword",Url,"Url.keyword","_id","_index","_score","_type"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 14:13:07.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Several West Bengal districts report cases of black fever: Official : Newsdrum         .  Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results ","Several West Bengal districts report cases of black fever: Official : Newsdrum         .  Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results ","0.849","galerts ","galerts ","-1","Several West Bengal districts report cases of black fever: Official : Newsdrum         .  Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results","Several West Bengal districts report cases of black fever: Official : Newsdrum         .  Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results","https://www.newsdrum.in/national/several-bengal-districts-report-cases-of-black-fever-official-60207.html","https://www.newsdrum.in/national/several-bengal-districts-report-cases-of-black-fever-official-60207.html",2cAJLoQBjuOAFaZ2ZXLP,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 14:13:07.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal. ","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal. ","0.707","galerts ","galerts ","-1","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal.","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal.","https://www.devdiscourse.com/article/health/2111652-several-bengal-districts-report-cases-of-black-fever-official","https://www.devdiscourse.com/article/health/2111652-several-bengal-districts-report-cases-of-black-fever-official",C8AJLoQBjuOAFaZ2Z3Mf,"raw_event_data_index","-","-"
"black fever","black fever","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 14:13:07.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .  ","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .  ","0.795","galerts ","galerts ","-1","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News . ","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News . ","https://zeenews.india.com/india/65-cases-of-black-fever-detected-in-11-districts-of-west-bengal-says-official-2485931.html","https://zeenews.india.com/india/65-cases-of-black-fever-detected-in-11-districts-of-west-bengal-says-official-2485931.html","BsAJLoQBjuOAFaZ2ZnP_","raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 14:13:07.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance ","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance ","0.83","galerts ","galerts ","-1","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance","https://www.nationalheraldindia.com/national/several-bengal-districts-report-cases-of-black-fever","https://www.nationalheraldindia.com/national/several-bengal-districts-report-cases-of-black-fever",CsAJLoQBjuOAFaZ2Z3MZ,"raw_event_data_index","-","-"
"black fever","black fever","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 14:13:07.000",case,case,"-","-",new,new,ta,ta,"West Bengal","West Bengal",v1,v1,65,"மேற்குவங்கத்தை மீண்டும் ஆட்டிப்படைக்கும் கருப்பு - காய்ச்சல்- Dinamani . மேற்குவங்கத்தில் கடந்த இரண்டு வாரங்களில் மட்டும் 11 மாவட்டங்களில் சுமார் 65 பேருக்கு கருப்பு - காய்ச்சல் பாதிப்பு உறுதி செய்யப்பட்டுள்ளதாக சுகாதார துறை மூத்த அதிகாரி தெரிவித்துள்ளார்.  ","மேற்குவங்கத்தை மீண்டும் ஆட்டிப்படைக்கும் கருப்பு - காய்ச்சல்- Dinamani . மேற்குவங்கத்தில் கடந்த இரண்டு வாரங்களில் மட்டும் 11 மாவட்டங்களில் சுமார் 65 பேருக்கு கருப்பு - காய்ச்சல் பாதிப்பு உறுதி செய்யப்பட்டுள்ளதாக சுகாதார துறை மூத்த அதிகாரி தெரிவித்துள்ளார்.  ","0.701","galerts ","galerts ","-1","Black Fever in West Bengal - Dynamani A senior official of the Health Department said that in West Bengal in the last two weeks alone, about 65 cases of Black Flu have been confirmed in 11 districts.","Black Fever in West Bengal - Dynamani A senior official of the Health Department said that in West Bengal in the last two weeks alone, about 65 cases of Black Flu have been confirmed in 11 districts.","https://www.dinamani.com/india/2022/jul/16/black-fever-to-hit-west-bengal-again-3881223.html","https://www.dinamani.com/india/2022/jul/16/black-fever-to-hit-west-bengal-again-3881223.html","vsIXLoQBjuOAFaZ2_ogL","raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 12:35:03.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said. ","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said. ","0.906","cc_news ","cc_news ","-1","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said.","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said.","https://www.businesstoday.in/latest/trends/story/several-bengal-districts-report-cases-of-black-fever-says-official-341712-2022-07-16","https://www.businesstoday.in/latest/trends/story/several-bengal-districts-report-cases-of-black-fever-says-official-341712-2022-07-16",ecAJLoQBjuOAFaZ2Y3JG,"raw_event_data_index","-","-"
"black fever","black fever","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 12:35:03.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .   ","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .   ","0.782","cc_news ","cc_news ","-1","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .  ","65 cases of black fever detected in 11 districts of West Bengal, says official | India News | Zee News .  ","https://zeenews.india.com/india/65-cases-of-black-fever-detected-in-11-districts-of-west-bengal-says-official-2485931.html","https://zeenews.india.com/india/65-cases-of-black-fever-detected-in-11-districts-of-west-bengal-says-official-2485931.html",c8AJLoQBjuOAFaZ2Y3If,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 12:35:03.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Eleven districts in West Bengal report cases of black fever: Official | Business Standard News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said ","Eleven districts in West Bengal report cases of black fever: Official | Business Standard News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said ","0.868","cc_news ","cc_news ","-1","Eleven districts in West Bengal report cases of black fever: Official | Business Standard News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said","Eleven districts in West Bengal report cases of black fever: Official | Business Standard News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said","https://www.business-standard.com/article/current-affairs/eleven-districts-in-west-bengal-report-cases-of-black-fever-official-122071600167_1.html","https://www.business-standard.com/article/current-affairs/eleven-districts-in-west-bengal-report-cases-of-black-fever-official-122071600167_1.html",msAJLoQBjuOAFaZ2ZHIl,"raw_event_data_index","-","-"
"black fever","black fever","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 12:35:03.000",case,case,"-","-",new,new,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal districts report 65 cases of black fever - Oneindia News .   ","Several Bengal districts report 65 cases of black fever - Oneindia News .   ","0.794","cc_news ","cc_news ","-1","Several Bengal districts report 65 cases of black fever - Oneindia News .  ","Several Bengal districts report 65 cases of black fever - Oneindia News .  ","https://www.oneindia.com/amphtml/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html","https://www.oneindia.com/amphtml/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html",qsAJLoQBjuOAFaZ2ZHKR,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 12:35:03.000",case,case,"-","-",new,new,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","0.492","cc_news ","cc_news ","-1","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.","https://www.oneindia.com/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html","https://www.oneindia.com/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html",sMAJLoQBjuOAFaZ2ZHK4,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 11:35:03.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal. ","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal. ","0.707","cc_news ","cc_news ","-1","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal.","Several Bengal districts report cases of black fever: Official | Health . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong, he told PTI.Kala-azar was practically eradicated from West Bengal.","https://www.devdiscourse.com/article/health/2111652-several-bengal-districts-report-cases-of-black-fever-official","https://www.devdiscourse.com/article/health/2111652-several-bengal-districts-report-cases-of-black-fever-official",xcAJLoQBjuOAFaZ2ZXJG,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 11:35:03.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said. ","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said. ","0.906","cc_news ","cc_news ","-1","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said.","Several Bengal districts report cases of black fever, says official - BusinessToday . ""Kala-azar was practically eradicated from West Bengal. A recent surveillance, however, led to the detection of 65 cases in 11 districts. Now that these cases have come to the fore, the state will be able to tackle the spread of the disease, the official said.","https://www.businesstoday.in/latest/trends/story/several-bengal-districts-report-cases-of-black-fever-says-official-341712-2022-07-16?utm_source=rssfeed","https://www.businesstoday.in/latest/trends/story/several-bengal-districts-report-cases-of-black-fever-says-official-341712-2022-07-16?utm_source=rssfeed",ysAJLoQBjuOAFaZ2ZXJq,"raw_event_data_index","-","-"
"black fever","black fever","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 10:56:06.000",case,case,"-","-",total,total,en,en,kolkata,kolkata,v1,v1,65,"65 cases of kala-azar detected in 11 districts of Bengal, state to bear treatment cost: Official | KOLKATA NYOOOZ . Kolkata, Jul 15  (PTI)  Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called  ","65 cases of kala-azar detected in 11 districts of Bengal, state to bear treatment cost: Official | KOLKATA NYOOOZ . Kolkata, Jul 15  (PTI)  Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called  ","0.319","galerts ","galerts ","-1","65 cases of kala-azar detected in 11 districts of Bengal, state to bear treatment cost: Official | KOLKATA NYOOOZ . Kolkata, Jul 15  (PTI)  Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called ","65 cases of kala-azar detected in 11 districts of Bengal, state to bear treatment cost: Official | KOLKATA NYOOOZ . Kolkata, Jul 15  (PTI)  Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called ","https://www.nyoooz.com/news/kolkata/1686640/65-cases-of-kalaazar-detected-in-11-districts-of-bengal-state-to-bear-treatment-cost-official/","https://www.nyoooz.com/news/kolkata/1686640/65-cases-of-kalaazar-detected-in-11-districts-of-bengal-state-to-bear-treatment-cost-official/",OcAJLoQBjuOAFaZ2YXKQ,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 10:56:06.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday. ","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday. ","0.614","galerts ","galerts ","-1","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday.","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday.","https://www.ndtv.com/india-news/65-cases-of-black-fever-found-in-11-distrcts-of-bengal-3162490","https://www.ndtv.com/india-news/65-cases-of-black-fever-found-in-11-distrcts-of-bengal-3162490",TMAJLoQBjuOAFaZ2YnIW,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 16, 2022 @ 00:00:00.000","Jul 16, 2022 @ 01:35:04.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday. ","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday. ","0.614","cc_news ","cc_news ","-1","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday.","65 Cases Of Black Fever Found In 11 Districts Of Bengal . Eleven districts of Bengal, mostly in the northern part of the state, have reported at least 65 cases of black fever, also called 'kala-azar', in the last couple of weeks, a senior official of the health department said on Friday.","https://www.ndtv.com/india-news/65-cases-of-black-fever-found-in-11-distrcts-of-bengal-3162490","https://www.ndtv.com/india-news/65-cases-of-black-fever-found-in-11-distrcts-of-bengal-3162490",gMAJLoQBjuOAFaZ2XHGz,"raw_event_data_index","-","-"
"कालाजार रोग","कालाजार रोग","Jun 24, 2022 @ 00:00:00.000","Jun 24, 2022 @ 10:50:50.000",case,case,"-","-",total,total,hi,hi,Lucknow,Lucknow,v1,v1,22,"Lucknow: Chief Minister Yogi Gave Instructions To Run A Communicable Disease Campaign From July 1 - Lucknow News : प्रदेश में एक जुलाई से शुरू होगा संचारी रोग और 16 जुलाई से शुरू होगा दस्तक अभियान - Amar Ujala Hindi News Live . यूपी में प्रति 1,000 की जनसंख्या पर एक से भी कम लोगों में मलेरिया से ग्रसित पाए गए, जबकि कालाजार रोग 22 चिन्हित ब्लॉक में हर ","Lucknow: Chief Minister Yogi Gave Instructions To Run A Communicable Disease Campaign From July 1 - Lucknow News : प्रदेश में एक जुलाई से शुरू होगा संचारी रोग और 16 जुलाई से शुरू होगा दस्तक अभियान - Amar Ujala Hindi News Live . यूपी में प्रति 1,000 की जनसंख्या पर एक से भी कम लोगों में मलेरिया से ग्रसित पाए गए, जबकि कालाजार रोग 22 चिन्हित ब्लॉक में हर ","0.923","galerts ","galerts ","-1","Lucknow: Uttar Pradesh Chief Minister Yogi Adityanath will launch a Communicable Disease Campaign from July 1. In UP, less than one case of malaria was found in every 1,000 population, while Kala-azar was found in every 22 identified blocks.","Lucknow: Uttar Pradesh Chief Minister Yogi Adityanath will launch a Communicable Disease Campaign from July 1. In UP, less than one case of malaria was found in every 1,000 population, while Kala-azar was found in every 22 identified blocks.","https://www.amarujala.com/lucknow/lucknow-chief-minister-yogi-gave-instructions-to-run-a-communicable-disease-campaign-from-july-1","https://www.amarujala.com/lucknow/lucknow-chief-minister-yogi-gave-instructions-to-run-a-communicable-disease-campaign-from-july-1",tsESLoQBjuOAFaZ2r8kn,"raw_event_data_index","-","-"
"कालाजार रोग","कालाजार रोग","Jun 23, 2022 @ 00:00:00.000","Jun 23, 2022 @ 22:27:41.000",case,case,"-","-",total,total,hi,hi,Lucknow,Lucknow,v1,v1,22,"Lucknow: Chief Minister Yogi Gave Instructions To Run A Communicable Disease Campaign From July 1 - Lucknow News : प्रदेश में एक जुलाई से शुरू होगा संचारी रोग और 16 जुलाई से शुरू होगा दस्तक अभियान - Amar Ujala Hindi News Live . यूपी में प्रति 1,000 की जनसंख्या पर एक से भी कम लोगों में मलेरिया से ग्रसित पाए गए, जबकि कालाजार रोग 22 चिन्हित ब्लॉक में हर ","Lucknow: Chief Minister Yogi Gave Instructions To Run A Communicable Disease Campaign From July 1 - Lucknow News : प्रदेश में एक जुलाई से शुरू होगा संचारी रोग और 16 जुलाई से शुरू होगा दस्तक अभियान - Amar Ujala Hindi News Live . यूपी में प्रति 1,000 की जनसंख्या पर एक से भी कम लोगों में मलेरिया से ग्रसित पाए गए, जबकि कालाजार रोग 22 चिन्हित ब्लॉक में हर ","0.923","galerts ","galerts ","-1","Lucknow: Uttar Pradesh Chief Minister Yogi Adityanath will launch a Communicable Disease Campaign from July 1. In UP, less than one case of malaria was found in every 1,000 population, while Kala-azar was found in every 22 identified blocks.","Lucknow: Uttar Pradesh Chief Minister Yogi Adityanath will launch a Communicable Disease Campaign from July 1. In UP, less than one case of malaria was found in every 1,000 population, while Kala-azar was found in every 22 identified blocks.","https://www.amarujala.com/lucknow/lucknow-chief-minister-yogi-gave-instructions-to-run-a-communicable-disease-campaign-from-july-1","https://www.amarujala.com/lucknow/lucknow-chief-minister-yogi-gave-instructions-to-run-a-communicable-disease-campaign-from-july-1",9MESLoQBjuOAFaZ2qcjc,"raw_event_data_index","-","-"
"kala - azar disease","kala - azar disease","Jun 14, 2022 @ 00:00:00.000","Jun 14, 2022 @ 18:32:17.000",case,case,"-","-",new,new,en,en,UNKNOWN,UNKNOWN,v1,v1,952,"Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths. ","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths. ","0.482","galerts ","galerts ","-1","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths.","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths.","https://www.dabangasudan.org/en/all-news/article/increase-in-kala-azar-cases-in-eastern-sudan","https://www.dabangasudan.org/en/all-news/article/increase-in-kala-azar-cases-in-eastern-sudan",YcAILoQBjuOAFaZ2C0C0,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jun 14, 2022 @ 00:00:00.000","Jun 14, 2022 @ 18:32:17.000",death,death,"-","-",new,new,en,en,UNKNOWN,UNKNOWN,v1,v1,17,"Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths. ","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths. ","0.895","galerts ","galerts ","-1","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths.","Increase in kala-azar cases in eastern Sudan | Radio Dabanga . The Ministry of Health and Social Development in eastern Sudan’s El Gedaref reported an increase in cases of kala-azar disease in the state, where the number of cases reached 952 cases during the first quarter of this year with another 17 confirmed deaths.","https://www.dabangasudan.org/en/all-news/article/increase-in-kala-azar-cases-in-eastern-sudan","https://www.dabangasudan.org/en/all-news/article/increase-in-kala-azar-cases-in-eastern-sudan",YsAILoQBjuOAFaZ2C0C9,"raw_event_data_index","-","-"
"visceral leishmaniasis","visceral leishmaniasis","Jun 10, 2022 @ 00:00:00.000","Jun 10, 2022 @ 13:35:03.000",case,case,"-","-",total,total,en,en,Bihar,Bihar,v1,v1,95,"New WHO guideline for kala-azar-HIV patients reduces treatment duration from 38 to 14 days - Hindustan Times . The development comes as a boon for patients, especially in Bihar, which has 84% of the country’s nearly 95 cases of visceral leishmaniasis with HIV, as per government data till 2021. ","New WHO guideline for kala-azar-HIV patients reduces treatment duration from 38 to 14 days - Hindustan Times . The development comes as a boon for patients, especially in Bihar, which has 84% of the country’s nearly 95 cases of visceral leishmaniasis with HIV, as per government data till 2021. ","0.41","cc_news ","cc_news ","-1","New WHO guideline for kala-azar-HIV patients reduces treatment duration from 38 to 14 days - Hindustan Times . The development comes as a boon for patients, especially in Bihar, which has 84% of the country’s nearly 95 cases of visceral leishmaniasis with HIV, as per government data till 2021.","New WHO guideline for kala-azar-HIV patients reduces treatment duration from 38 to 14 days - Hindustan Times . The development comes as a boon for patients, especially in Bihar, which has 84% of the country’s nearly 95 cases of visceral leishmaniasis with HIV, as per government data till 2021.","https://www.hindustantimes.com/cities/patna-news/new-who-guideline-for-kala-azar-hiv-patients-reduces-treatment-duration-from-38-to-14-days-101654781789512-amp.html","https://www.hindustantimes.com/cities/patna-news/new-who-guideline-for-kala-azar-hiv-patients-reduces-treatment-duration-from-38-to-14-days-101654781789512-amp.html",vMAHLoQBjuOAFaZ20Dfz,"raw_event_data_index","-","-"
